index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,,,,,65.12408200000004,,0.01012670800014348,65.09941695800012,65.10856925000007,65.12408200000004,65.12408200000004,65.12408200000004,68.23214654200001,1,[3.1153366250000545],[3.1153392090000125],68.2325168750001,68.28176483300017,68.27663070800008,98.31986620800012,98.2747159170001,98.29695400000014,98.31986620800012,98.31986620800012,180.65242312500004,Jane and her friend discuss a recent date but it gets metaphorically compared to a cheesy dip which might have some green in it or something. The dip was received by delivery. The suitor on Jane's friend's date shook hands with a foot and that was weird but Jane's friend said that the whole evening should be interpreted as romantic. ,1,[82.34130837500015],[82.3413112090002],,,,,,,,,,,,,,,,,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
2,Someday_trial_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,7.5,0,1,1,1,,,,,180.67808616700017,,,,180.65287079200016,180.67808616700017,180.67808616700017,180.67808616700017,187.50270650000016,1,[6.846366791000037],[6.846369332999984],187.5028910420001,187.5189384996668,187.51672554200013,195.03418879200012,195.013914958,195.02511637500015,195.03418879200012,195.03418879200012,222.366549458,Jane's friend is angry and wants to have control over the conversation. "There's nothing wrong!" she excalims. ,1,[27.33894525000005],[27.33896116599999],,,,,,,,,,,,,,,,,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_142_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where did the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,no,8.51471875,,,,,0,0,0,0,266.256077708,,,,,,,,,,,,268.64041320800015,268.6562799166668,268.65587358300013,277.19334333300003,277.1730210420001,277.1842488750001,277.19334333300003,277.19334333300003,321.5436765420002,"The narrator was discussing them missing the train and being late to work. They sent a text saying they'd be late because they were worried about the consequences to a person they (might be) meeting.
",1,[44.35790933299995],[44.35791525000013],222.36755566700003,222.3755735000002,222.3755735000002,266.1759756670001,1,[43.80718133300002],[43.80718462499999],266.24190316700015,266.256077708,266.256077708,266.256077708,268.6400515,1,[2.3945941670001503],[2.3945970000002035],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_20_condition.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_1.wav,Upstairs the waiting room is crowded which means there must be a few different casting calls There are boys and girls near the age of the elevator twins a couple of men in their 50s both in suit and tie and several girls who remind me of me but a better more put together me the me who would play me in the TV movie of the fictional life of the real me I sign in Name time arrived time scheduled agency social security number,What observation does the narrator make about the individuals in the waiting room?,A. They are all likely there for the same casting call,B. They are unorganized and scattered,"C. They appear to be different versions of the narrator, better and more composed",D. They are unrelated to the narrator's field of work,"C. They appear to be different versions of the narrator, better and more composed",no,27.41,,,,,0,1,1,1,321.55306095800006,,,,,,,,,,,,324.0439866250001,324.0766852083332,324.07599408300007,351.4885554580003,351.4911181670002,351.5134246670002,351.5225640420001,351.5225640420001,492.5371050420001,"Narrator recounts her experience waiting in the room for  her audition. She observes the others, two girls who are similar to the elevator twins, and many others. She seems to have a melancholy tone as would be expected in such an experience. She walks to sign the form, which requests, age, name, agency, and social security number. She sarcstically remarks at how all these people think they'd be the best to play herself in the movie, despite the narrator probably being the best for that.",1,[141.02218429100003],[141.0221877910003],,,,,,,,321.5444197080001,321.55306095800006,321.55306095800006,321.55306095800006,324.04379833300004,1,[2.497523583999964],[2.4975260419998904],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_91_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_040_of_116_0.wav,Please go ahead and begin your monologue whenever you're ready We can chat afterwards Take your time His words are encouraging but his face is neutral at best And when there are two people in a room and one of them is there purely to see the other person do something the notion that that person could actually take their time seems ridiculous But I try I try to take a deep breath but the air gets sort of stuck and doesn't go all the way down to my lungs I need a minute to calm down but I can't possibly take it,What is the narrator's reaction to the suggestion to take her time?,A. She feels comforted,B. She finds it ridiculous,C. She rejects the offer,D. She chats with the agent first,B. She finds it ridiculous,yes,7.1475,,,,,0,2,2,2,492.544304583,,,,,,,,,,,,494.86999641700027,494.8858796666668,494.88164500000016,502.0181386669999,502.038407708,502.04941762500016,502.05825804200026,502.05825804200026,520.7054036249999,Narrator is taking a test. She is nervous. She takes a breath because she really needs it.,1,[18.653251791000002],[18.653254708000077],,,,,,,,492.537467292,492.544304583,492.544304583,492.544304583,494.86983175,1,[2.3318159170003128],[2.3318185000002813],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_33_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_018_of_116_2.wav,Well I wouldn't say I'd be amazing in it although thanks for saying so I think I'd just be okay in it I mean it is sort of right in my wheelhouse but I think you'd actually be great in it I'm serious I mean I could do it I guess and I probably would do it if they asked but I think my problem with it isn't the play itself but the guy who's in it now What's his name Anyway it doesn't matter I just think he's not really acting so much as just smoldering or something up there and I'm like buddy you can't just play every scene sexy I mean that's not an active choice,What issue does the narrator have with the actor currently in the play?,A. She thinks he's too active,B. She believes he's too serious,C. She thinks he's smoldering too much,D. She has no issue with him,C. She thinks he's smoldering too much,no,13.365625,,,,,0,3,3,3,520.7142812079999,,,,,,,,,,,,522.0381440829999,522.0540564996668,522.0581238330003,535.4320117499999,535.4341079580001,535.4446545829999,535.4543675420002,535.4543675420002,587.2762387079999,"Narrator is venting about her early experiences in rehearsing for her role. She doesn't have a problem with the play, but does have a problem with the male actor who is just trying to act sexy the whole time rather than actually trying to assume his character.",1,[51.82944691700004],[51.82945391700014],,,,,,,,520.705758375,520.7142812079999,520.7142812079999,520.7142812079999,522.0379592080001,1,[1.3302680830001918],[1.3302708330002133],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_139_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_081_of_116_1.wav,"Sorry, you guys says Dan I suck. I don't know how actors do it. I want to help Can I just read this next scene to myself first before we do it out loud? Of course I say to him generously then I turn to Jane and roll my eyes these method actors Here you go. Mr. James Dean sir says Jane handing him a single sheet of paper. It's just the one page What a drama queen he is don't quit your day job Danny Dan pours over the single sheet holding it tightly on either side.",What does the narrator do when she turns to Jane?,A. She rolls her eyes,B. She smiles,C. She winks,D. She nods,A. She rolls her eyes,no,13.749,,,,,0,4,4,4,587.286985167,,,,,,,,,,,,589.358956583,589.3914610413333,589.381353167,603.1359677500002,603.1474592500001,603.1586788330003,603.1678406670001,603.1678406670001,672.8971405,"Narrator asks to have another go at some lines that they messed up. Someone else says it's ok for her to take another shot, then looks at Jane and rolls her eyes, sarcastically remarking about "method" actors. Someone eats some soup or something at the end i dunno",1,[69.73689566700023],[69.73689862499987],,,,,,,,587.2769136250001,587.286985167,587.286985167,587.286985167,589.3587446250001,1,[2.0779189579998274],[2.0779215419997854],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_65_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_032_of_116_0.wav,From the minute I walk into the wardrobe fitting in a trailer near mine I'm confused There are two giant rolling racks one full of tan trousers one stuffed with 30 or 40 identical blue shirts Oh Are there are there more people coming I ask a harried looking woman nearby She looks at me as though I've said something strange what oh the racks No those are all for you But aren't these all the same pants I say laughing a little,What does the narrator find confusing in the wardrobe fitting?,A. The lack of clothing options,B. The number of people there,C. The presence of a harried woman,D. The identical blue shirts and tan trousers,D. The identical blue shirts and tan trousers,yes,10.53375,,,,,0,5,5,5,672.9045752919999,,,,,,,,,,,,674.0471452080003,674.0630015836668,674.063643833,684.6072603750001,684.6103800829999,684.6208251250002,684.6304539580003,684.6304539580003,724.6666837079999,"Narrator walks into a room and sees many clothes, many more than she was expecting. The wardrobe agent confirms that they are in fact all for the narrator.",1,[40.044313542000054],[40.04431599999998],,,,,,,,672.8974960000003,672.9045752919999,672.9045752919999,672.9045752919999,674.04696175,1,[1.1488030830000753],[1.1488055830000121],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_39_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_1.wav,People who are admired for holding it together are not people who are about to get agents They're people who are recovering from cancer or undergoing a murder trial And I dropped a section I add hoping he'll say he didn't notice Yeah I know but I only know because I'm obsessed with that guy's work No one will dock you for that It's not exactly a glowing review but he doesn't seem totally horrified Still he's avoiding the thing I most want to know But when I fell I mean how bad was it,What does the narrator hope the person they are talking to will say?,A. That he didn't notice the mistake,B. That he noticed the dropped section,C. That he wants to be an agent,D. That he's obsessed with the narrator's work,A. That he didn't notice the mistake,no,9.134375,,,,,0,6,6,6,724.692227625,,,,,,,,,,,,726.1000132080001,726.1158742496668,726.1160802080001,735.2435701669999,735.2634578330001,735.2746823330001,735.284121375,735.284121375,779.5200735830001,"Narrator fell and hurt herself, but says people have gone through worse like cancer in an effort to cheer herself and whomever she's spaeking to up.",1,[44.24384016699969],[44.24384250000003],,,,,,,,724.667211792,724.692227625,724.692227625,724.692227625,726.0998243750003,1,[1.429728334000174],[1.4297309590001532],,,,,p_1,001,2024-03-26_13h11.55.322,speech_rate,2023.2.3,None,2024-03-26 13h12.06.136700 -0700,
,Someday_103_condition.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_1.wav,So I let it soften back down to the small giggle and finally exhausted but happy I let out a little sigh that's interrupted by an almost involuntary hiccup like I gulp down too much champagne all at once It's a blur from that point on a series of snapshots that flashed before me The woman in the back mouthing see to the disgruntled man who nods and shrugs at her in a way That says who knew and the man in glasses asking me to wait in the waiting room,What happens after the narrator finishes their audition?,A. She is congratulated by the casting director,B. She is asked to perform the laugh again,C. She is asked to wait in the waiting room,D. She is immediately given the role,C. She is asked to wait in the waiting room,no,28.64,,,,,0,7,7,7,779.5453270830001,,,,,,,,,,,,781.0182052920002,781.0502358753336,781.049577083,809.6977517080002,809.7009863750002,809.7232367080003,809.732852417,809.732852417,879.3920245830002,"Narrator describes laughing with depleting energy into a chuckle and then, unfortunately, ahiccup. Observer 1 looks back confirmingly and says "who knew" and then turns to  look at a man whom is also observing.
