index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,,,,,58.537603124999805,,0.011578874999031541,58.51172129199949,58.52145383300012,58.537603124999805,58.537603124999805,58.537603124999805,60.45184212499953,1,[1.9217525420008315],[1.9217551250003453],60.45221762499932,60.50146708299944,60.496754957999656,90.52923337500033,90.48524404199998,90.50723912499961,90.52923337500033,90.52923337500033,127.17924237499938,franny went on a date with someone and she is telling her friend about it. jane. and the man shook his foot with her and franny thought it was romantic.,1,[36.65887970800031],[36.65888283300046],,,,,,,,,,,,,,,,,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
2,Someday_trial_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,7.5,0,1,1,1,,,,,127.18999712500045,,,,127.17972187499981,127.18999712500045,127.18999712500045,127.18999712500045,128.7646256249991,1,[1.5812894999999116],[1.5812920420012233],128.76480512499984,128.78088370866706,128.7781387920004,136.29384754199964,136.27400645799935,136.2851796670002,136.29384754199964,136.29384754199964,151.84641199999896,something feels so wrong i want to do it but i cannot,1,[15.559885959000894],[15.559889125001064],,,,,,,,,,,,,,,,,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_142_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_088_of_116_2.wav,"Metro North is on strike. So I can't take the train I have no wallet. No driver's license. I can't pick up the rental car Two nights ago on the way home from James's I arrived at our front door Just as our downstairs neighbor was leaving and Dan and Jane were home with the door to our place already open So it wasn't until I went to get bagels the next morning that I realized in my rush to leave I forgot my purse at James's apartment. I left him a message, but he must have already taken off for Los Angeles",Where did the narrator forget her purse?,A. In the subway,B. In James's apartment,C. In the acting school,D. In the cab,B. In James's apartment,no,8.51471875,,,,,0,0,0,0,153.45527358300023,,,,,,,,,,,,198.1530435829991,198.1689276246673,198.16802599999937,206.677300207999,206.69493237499955,206.70615700000053,206.71499075000065,206.71499075000065,222.76751612499902,she forgot her wallet in james apartment but he went to los angeles,1,[16.05998179100061],[16.05998533300044],151.8466480419993,151.8549669999993,151.8549669999993,153.37775362499997,1,[1.530322583999805],[1.5303271669999958],153.44409991700013,153.45527358300023,153.45527358300023,153.45527358300023,198.15266970799894,1,[44.705266958999346],[44.705269583999325],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_20_condition.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_1.wav,Upstairs the waiting room is crowded which means there must be a few different casting calls There are boys and girls near the age of the elevator twins a couple of men in their 50s both in suit and tie and several girls who remind me of me but a better more put together me the me who would play me in the TV movie of the fictional life of the real me I sign in Name time arrived time scheduled agency social security number,What observation does the narrator make about the individuals in the waiting room?,A. They are all likely there for the same casting call,B. They are unorganized and scattered,"C. They appear to be different versions of the narrator, better and more composed",D. They are unrelated to the narrator's field of work,"C. They appear to be different versions of the narrator, better and more composed",no,27.41,,,,,0,1,1,1,222.77585912500035,,,,,,,,,,,,223.4806521669998,223.51144691633323,223.51262449999922,250.92978245799895,250.93108737500006,250.9533535419996,250.9623049999991,250.9623049999991,278.6878272499998,people in the waiting room. they are like "me" franny but the better version. she signs in and gives her age and social security number,1,[27.733087624999825],[27.733090666000862],,,,,,,,222.76809908299947,222.77585912500035,222.77585912500035,222.77585912500035,223.4799220829991,1,[0.7095665420001751],[0.7095743749996473],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_91_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_040_of_116_0.wav,Please go ahead and begin your monologue whenever you're ready We can chat afterwards Take your time His words are encouraging but his face is neutral at best And when there are two people in a room and one of them is there purely to see the other person do something the notion that that person could actually take their time seems ridiculous But I try I try to take a deep breath but the air gets sort of stuck and doesn't go all the way down to my lungs I need a minute to calm down but I can't possibly take it,What is the narrator's reaction to the suggestion to take her time?,A. She feels comforted,B. She finds it ridiculous,C. She rejects the offer,D. She chats with the agent first,B. She finds it ridiculous,yes,7.1475,,,,,0,2,2,2,278.69547158299974,,,,,,,,,,,,279.80622462499923,279.82226366666714,279.8194752500003,286.98158287499973,286.9828545830005,286.9936171669997,287.0020503329997,287.0020503329997,301.20502133300033,the air comes out of my lungs but i cannot breathe,1,[14.210017915998833],[14.210021749999214],,,,,,,,278.6881568329991,278.69547158299974,278.69547158299974,278.69547158299974,279.8060490000007,1,[1.1174517500003276],[1.1174542919998203],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_33_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_018_of_116_2.wav,Well I wouldn't say I'd be amazing in it although thanks for saying so I think I'd just be okay in it I mean it is sort of right in my wheelhouse but I think you'd actually be great in it I'm serious I mean I could do it I guess and I probably would do it if they asked but I think my problem with it isn't the play itself but the guy who's in it now What's his name Anyway it doesn't matter I just think he's not really acting so much as just smoldering or something up there and I'm like buddy you can't just play every scene sexy I mean that's not an active choice,What issue does the narrator have with the actor currently in the play?,A. She thinks he's too active,B. She believes he's too serious,C. She thinks he's smoldering too much,D. She has no issue with him,C. She thinks he's smoldering too much,no,13.365625,,,,,0,3,3,3,301.21338900000046,,,,,,,,,,,,301.97236662499927,301.98845729166555,301.9929756250003,315.36681020799915,315.36822008299896,315.3794442920007,315.38827887499974,315.38827887499974,331.2421927920004,you cant just play every scene sexy that is not an active choice. smoldering. ,1,[15.861307125000167],[15.861311541999385],,,,,,,,301.205356208,301.21338900000046,301.21338900000046,301.21338900000046,301.97219020800003,1,[0.7652736250001908],[0.7652761249992182],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_139_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_081_of_116_1.wav,"Sorry, you guys says Dan I suck. I don't know how actors do it. I want to help Can I just read this next scene to myself first before we do it out loud? Of course I say to him generously then I turn to Jane and roll my eyes these method actors Here you go. Mr. James Dean sir says Jane handing him a single sheet of paper. It's just the one page What a drama queen he is don't quit your day job Danny Dan pours over the single sheet holding it tightly on either side.",What does the narrator do when she turns to Jane?,A. She rolls her eyes,B. She smiles,C. She winks,D. She nods,A. She rolls her eyes,no,13.749,,,,,0,4,4,4,331.2516447500002,,,,,,,,,,,,332.50763820800057,332.54033691633276,332.52959570799976,346.2850990419993,346.302836249999,346.3247991249991,346.33399174999977,346.33399174999977,362.92526333299975,dont be such a drama queen. dan pulls it tight on either side,1,[16.599063624998962],[16.59906674999911],,,,,,,,331.2425279170002,331.2516447500002,331.2516447500002,331.2516447500002,332.50745237499905,1,[1.2624691250002797],[1.2624719579998782],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_65_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_032_of_116_0.wav,From the minute I walk into the wardrobe fitting in a trailer near mine I'm confused There are two giant rolling racks one full of tan trousers one stuffed with 30 or 40 identical blue shirts Oh Are there are there more people coming I ask a harried looking woman nearby She looks at me as though I've said something strange what oh the racks No those are all for you But aren't these all the same pants I say laughing a little,What does the narrator find confusing in the wardrobe fitting?,A. The lack of clothing options,B. The number of people there,C. The presence of a harried woman,D. The identical blue shirts and tan trousers,D. The identical blue shirts and tan trousers,yes,10.53375,,,,,0,5,5,5,362.9350340830006,,,,,,,,,,,,364.3239252500007,364.3395642496673,364.3406727500005,374.895902667,374.8754012499994,374.8866312499995,374.895902667,374.895902667,393.9937995420005,fashion person comes with the racks. looks at some pants and laughs a little ,1,[19.105768749999697],[19.10577183299938],,,,,,,,362.9256172080004,362.9350340830006,362.9350340830006,362.9350340830006,364.32372362500064,1,[1.3976532919987221],[1.3976558340000338],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_39_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_1.wav,People who are admired for holding it together are not people who are about to get agents They're people who are recovering from cancer or undergoing a murder trial And I dropped a section I add hoping he'll say he didn't notice Yeah I know but I only know because I'm obsessed with that guy's work No one will dock you for that It's not exactly a glowing review but he doesn't seem totally horrified Still he's avoiding the thing I most want to know But when I fell I mean how bad was it,What does the narrator hope the person they are talking to will say?,A. That he didn't notice the mistake,B. That he noticed the dropped section,C. That he wants to be an agent,D. That he's obsessed with the narrator's work,A. That he didn't notice the mistake,no,9.134375,,,,,0,6,6,6,394.00256850000005,,,,,,,,,,,,394.6934527079993,394.70902349966696,394.7075364169996,403.8380219999999,403.8562407919999,403.87800416699974,403.88916804200016,403.88916804200016,418.21195516700027,not as bad as someone with cancer. when i fell how bad was it ,1,[14.330496000000494],[14.330498958001044],,,,,,,,393.9941195829997,394.00256850000005,394.00256850000005,394.00256850000005,394.69327941700067,1,[0.6968590420001419],[0.6968617920010729],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_103_condition.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_1.wav,So I let it soften back down to the small giggle and finally exhausted but happy I let out a little sigh that's interrupted by an almost involuntary hiccup like I gulp down too much champagne all at once It's a blur from that point on a series of snapshots that flashed before me The woman in the back mouthing see to the disgruntled man who nods and shrugs at her in a way That says who knew and the man in glasses asking me to wait in the waiting room,What happens after the narrator finishes their audition?,A. She is congratulated by the casting director,B. She is asked to perform the laugh again,C. She is asked to wait in the waiting room,D. She is immediately given the role,C. She is asked to wait in the waiting room,no,28.64,,,,,0,7,7,7,418.2212109579996,,,,,,,,,,,,419.2788782919997,419.3115702083328,419.30970533300024,447.95757208299983,447.95918062499914,447.9807850420002,447.990130582999,447.990130582999,466.2983252920003,the man in glasses asking her to wait in the waiting room. champagne. ,1,[18.316141916999186],[18.316145041999334],,,,,,,,418.21227270800046,418.2212109579996,418.2212109579996,418.2212109579996,419.2787026669994,1,[1.0639592080005968],[1.0639618750010413],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
,Someday_2_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_004_of_116_1.wav,Successful actresses are disciplined people who wake up early to focus on their craft I told myself even ones who still make their living as waitresses like me I started leaving the alarm clock on the landing between Jane's room and mine so I'd have to actually get out of bed in order to turn it off instead of hitting snooze over and over like I normally do I also resolved to quit smoking again to stop losing purses wallets and umbrellas and to not eat any more cheese puffs not even on special occasions,What resolution does the narrator make about her lifestyle to become a successful actress?,A. To wake up early and focus on her craft,B. To quit smoking and stop losing personal items,"C. To stop eating cheese puffs, even on special occasions",D. All of the above,D. All of the above,no,11.38125,,,,,0,8,8,8,466.30611512500036,,,,,,,,,,,,467.81283908300065,467.8254882916665,467.8296514579997,479.23123466700054,479.21191312500014,479.22235979200013,479.23123466700054,479.23123466700054,501.2167125420001,will not each cheese puffs even in special occasions. resolve to be a better person.,1,[21.992953000000853],[21.992955916000938],,,,,,,,466.29863979199945,466.30611512500036,466.30611512500036,466.30611512500036,467.81259924999904,1,[1.5130504999997356],[1.5130656670007738],,,,,p_3,001,2024-03-28_13h09.40.926,speech_rate,2023.2.3,None,2024-03-28 13h11.49.309490 -0700,
