index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,textbox.stopped,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,148.88335799999913,,0.00943116700364044,43.63465187499969,43.64399699999922,43.65999729200121,43.65999729200121,43.65999729200121,69.349129000002,1,[25.696940540998185],[25.696944041003007],69.34952124999836,69.3987610000011,69.39280295799836,99.40736912500142,99.3778465830037,99.39956958300172,99.60858358300175,99.60858358300175,138.08015916700242,139.98442541700206,7.983333333333333,38.655146167002385,1,[1.9147023750047083],[1.9147047080041375],139.98512274999666,139.99539970800106,148.85460137500195,1,[8.868285291006032],[8.868288125006075],0,,,148.85545454199746,148.88335799999913,163.86403674999747,"some weird guy, something about food, someone holding someone's foot, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.8643070420003,167.51692475000164,0,,,1,3.6342968749959255,3.6342998330001137,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
2,Someday_trial_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,7.5,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,190.30051887500304,,,,167.51766262500314,167.53029270799743,167.53029270799743,167.53029270799743,171.08997079200344,1,[3.5687777499988442],[3.5687804159970256],171.09018820799974,171.10621079166984,171.1046802080018,178.6071764169974,178.58855308299826,178.59969337499933,178.83298325000214,178.83298325000214,181.24129037500097,183.58677683299902,4.366666666666667,4.015628417000698,1,[2.354588292000699],[2.35459075000108],183.58726887500234,183.59772554200026,190.29036729200016,1,[6.702399040994351],[6.702401832997566],0,,,190.291236457997,190.30051887500304,205.28544162499747,she mentioned "him" but that's kin of all i heard.,,,,,,,,,,,,,,,205.30467274999683,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
2,Someday_trial_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,7.5,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
2,Someday_trial_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,7.5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.28562920800323,208.96945479200076,0,,,0,,,0,,,1,3.674349250002706,3.67435233300057,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_118_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_0.wav,The stuff in the bowl I am holding must look as bad as I thought Wow look at you Where'd you get the boots Maybe I can distract her by talking about fashion Don't try to distract me by talking about fashion Seriously what is that It's uh food For an astronaut No it's this wonderful new diet food I bought it off the television I've been trying to keep my spirits up by experimenting with different diets So far none of them have worked,Why does the narrator ask about the boots?,A. To distract from the topic of food,B. To compliment the fashion sense,C. To mock the appearance,D. To change the subject to fashion,A. To distract from the topic of food,no,11.085,,,,,,,,,,,,,0,0,0,0,,,,,,,,,265.5084774999996,,,,,,,,,,,,272.80710883300344,272.8368933753304,272.8271558330016,283.9095150420035,283.9231182079966,283.934143749997,284.17134700000315,284.17134700000315,287.042827917001,288.4816630830028,9.625,3.853042541995819,1,[1.4481555840029614],[1.448157958999218],,,,,,,,,,,,,,288.48231683299673,296.2623378330027,0,,,0,,,1,7.770297540999309,7.770300208001572,0,,,,208.96991462499864,208.9831701669973,208.9831701669973,265.4431695000021,1,[56.472514166998735],[56.47251675000007],265.49777470799745,265.5084774999996,265.5084774999996,265.5084774999996,272.80576691700116,1,[7.304082834001747],[7.304096084000776],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_39_condition.wav,Someday__Someday__Maybe__Unabridged___File_021_of_116_1.wav,People who are admired for holding it together are not people who are about to get agents They're people who are recovering from cancer or undergoing a murder trial And I dropped a section I add hoping he'll say he didn't notice Yeah I know but I only know because I'm obsessed with that guy's work No one will dock you for that It's not exactly a glowing review but he doesn't seem totally horrified Still he's avoiding the thing I most want to know But when I fell I mean how bad was it,What does the narrator hope the person they are talking to will say?,A. That he didn't notice the mistake,B. That he noticed the dropped section,C. That he wants to be an agent,D. That he's obsessed with the narrator's work,A. That he didn't notice the mistake,no,29.17996875,,,,,,,,,,,,,0,1,1,1,,,,,,,,,296.26965287500207,,,,,,,,,,,,298.6764114580001,298.7224614170016,298.717071250001,327.9074910420022,327.9086892080013,327.93091929199727,328.1430166249993,328.1430166249993,331.21207329200115,331.84597683299944,9.975,3.256318708001345,1,[0.6432863749942044],[0.6432887499977369],,,,,,,,,,,,,,331.84645541699865,348.3651684580036,1,16.50927750000119,16.50927995800157,0,,,0,,,0,,,,,,,,,,,296.263269791998,296.26965287500207,296.26965287500207,296.26965287500207,298.67616737500066,1,[2.411161333999189],[2.411176916997647],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_31_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_3.wav,Yeah and then I have stuff you know with all of my agents too I say hands flapping vaguely in the air Very cool Who are you with I realize I'm too exhausted to continue I'm with it's all in my head ink You're what Oh I get it You're kidding Ha Yes I'm kidding I'm currently between agents currently and formerly between them,What is the narrator's current agent situation?,A. She has one agent,B. She has no agents,C. She has more than two agents,D. She has two agents,B. She has no agents,no,13.51003125,,,,,,,,,,,,,0,2,2,2,,,,,,,,,348.37308949999715,,,,,,,,,,,,349.7752402920014,349.79130891666523,349.79395416699845,363.3089858329986,363.3106532919992,363.32188245800353,363.5295136249988,363.5295136249988,365.4345476669987,366.137320875001,9.966666666666667,2.0862826249940554,1,[0.7116510829946492],[0.7116535409950302],,,,,,,,,,,,,,366.1377518750014,380.66728033300024,0,,,0,,,0,,,1,14.521251749996736,14.521254207997117,,,,,,,,,348.36559291699814,348.37308949999715,348.37308949999715,348.37308949999715,349.77506095800345,1,[1.4090986659939517],[1.4091013329962152],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
,Someday_23_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_014_of_116_0.wav,If you don't have any questions about the material then state your name and agency and go ahead whenever you're ready thanks so much I try to swallow but my throat is too dry This is the kind of room that's hard to do well in If they're in the mood to talk I can crack a few jokes make a small connection give myself a moment to settle down but these girls are all business I look down at the paper I'm not going to panic or ask for more time or tell them I didn't really have a chance to go over it yet I'm going to remain calm as if I'm a professional,How does the narrator plan to handle the situation in the room?,A. By making small talk and jokes,B. By panicking and asking for more time,C. By admitting she didn't prepare,D. By remaining calm and professional,D. By remaining calm and professional,no,12.81875,,,,,,,,,,,,,0,3,3,3,,,,,,,,,380.6744837919978,,,,,,,,,,,,381.81473166700016,381.83041645867,381.8322082500017,394.6499346670025,394.6506765419981,394.6718352079988,394.8807056250007,394.8807056250007,396.6928239999979,398.3379427499967,9.791666666666666,2.879257458000211,1,[1.6573308750012075],[1.6573331670006155],,,,,,,,,,,,,,398.33836449999944,403.9356594580022,0,,,0,,,0,,,1,5.588370000004943,5.588372584003082,,,,,,,,,380.6677119579981,380.6744837919978,380.6744837919978,380.6744837919978,381.81452395799715,1,[1.1455665839966969],[1.1455694169999333],,,,,,,,,,,,p_2,001,2024-03-08_14h54.33.724,speech_rate,2023.2.3,None,2024-03-08 14h54.48.712842 -0800,
