index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,126.53080054200001,,0.009744334000004073,0.018755250000026535,2.4353204590000246,2.4353299590000006,42.80148033400002,42.81192066700004,42.829613542000004,42.829613542000004,42.829613542000004,44.06895487500003,1,[1.2471365829999854],[1.2471392499999752],44.069324084000016,44.11818245900001,44.11289345900002,74.13394670900004,74.10340337500003,74.12567841700002,74.33424766700006,74.33424766700006,82.41324650000001,83.42547220900002,10,8.259602374999986,1,[1.0218902500000127],[1.0218925830000103],83.42771112500003,83.43473799999998,126.49109045900008,1,[43.062679167000056],[43.06268299999999],126.49189420900001,126.53080054200001,126.53080054200001,147.25781750000004,"She was talking about friends and shaking hands with somebody
",1,[20.73812787499992],[20.73813170899996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.25835950000004,155.790799542,1,8.510499665999987,8.510503040999993,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,170.34881208400003,,,,,,,155.791666625,155.801438334,155.801438334,155.801438334,158.19570375000006,1,[2.4000786670000025],[2.400081417000024],158.19614445899998,158.21151812566674,158.20899275000005,164.417588125,164.39852675000003,164.409672875,164.649357834,164.649357834,166.70027670899998,168.05511025000004,2.025,2.2647635419999688,1,[1.3638934589999963],[1.3638960419999648],168.05573050000004,168.06068595900007,170.33555408400008,1,[2.2794151670000247],[2.2794178750000356],170.3362705,170.34881208400003,170.34881208400003,172.398776875,,1,[2.05834512499996],[2.0583478749999813],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.39919420899997,181.38513462500003,0,,,0,,,0,,,1,8.976375415999996,8.976378374999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
,Someday_90_condition.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_3.wav,There are so many to choose from I wonder if this is part of the audition and the chairs are a test I wonder if I'm being watched on a hidden camera I wonder if I should be worried about the alarming frequency that the concept of being watched on a hidden camera occurs to me But if I were being watched what chair would the people sitting behind the monitor in the hidden control room consider the right one Does Absolute Artists work only with people who choose to sit at the head of the table Does that say I'm a star Is that the kind of boldness they're looking for,Why does the narrator wonder if the chairs are part of the audition?,A. She thinks the chairs are being watched,B. She believes the chairs are a test,C. She wants to find the right chair to sit in,D. All of the above,D. All of the above,no,29.66003125,,,,,,,,,,,,,0,0,0,0,,,,,,,,,240.07267320900002,,,,,,,,,,,,,,,243.05264466700004,243.10120333400005,243.091502542,272.752758917,272.7646253340001,272.78617416700007,272.98984675,272.98984675,275.7626947090001,276.51904029200006,9.0,2.948366333000081,1,[0.7691206250000278],[0.7691229160000148],,,,,,,,,,,,,,,276.51968200000005,293.99901266700004,0,,,0,,,0,,,1,17.468735625000022,17.468738750000057,181.38564716700006,181.39263320900005,181.39263320900005,240.015617417,1,[58.628749459000005],[58.62876004200007],240.06214629200002,240.07267320900002,240.07267320900002,240.07267320900002,243.05214295900004,1,[2.9867957920000663],[2.9867986670000164],,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
,Someday_120_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_2.wav,Everything you need is in each packet so it takes the guesswork out of dieting You sound like you've joined a cult What happens when you have to go back to the real world the world where you have to think for yourself Hopefully I'll be so weak and frail that food will have lost its appeal entirely Great plan And who's on Lisa today I'm pretty sure today's show is Women Who Wish Their Best Friends Would Stop Judging Them Har har I'm going to work now Do you want me to take the TV cord with me,"What topic is discussed on Lisa's show, in the narrator's joke?",A. Weight loss programs,B. The challenges of dieting,C. Women's relationships with their best friends,D. The appeal of joining a cult,C. Women's relationships with their best friends,yes,13.885,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,333.898014875,,,,,,,,,,,,,,,302.70539854200007,302.7210797916667,302.725898084,316.6046581670001,316.617112375,316.638357042,316.83998708400003,316.83998708400003,318.94840608400006,319.788195625,7.983333333333333,2.2701316670001006,1,[0.864827167000044],[0.8648293340000919],,,,,,,333.886765,333.898014875,333.898014875,360.0529231670001,"character is ging to work and she as if she need to take the cord for her friend
",1,[26.162690207999958],[26.16269433299999],,,,,,,,,,,,,,,,,,,,,,294.000072625,294.007040584,294.007040584,294.007040584,302.70520141700007,1,[8.703716542000052],[8.703719208000052],319.788690584,319.79853758400003,333.885839709,1,[14.094791959000077],[14.094794834000027],,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
,Someday_120_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_2.wav,Everything you need is in each packet so it takes the guesswork out of dieting You sound like you've joined a cult What happens when you have to go back to the real world the world where you have to think for yourself Hopefully I'll be so weak and frail that food will have lost its appeal entirely Great plan And who's on Lisa today I'm pretty sure today's show is Women Who Wish Their Best Friends Would Stop Judging Them Har har I'm going to work now Do you want me to take the TV cord with me,"What topic is discussed on Lisa's show, in the narrator's joke?",A. Weight loss programs,B. The challenges of dieting,C. Women's relationships with their best friends,D. The appeal of joining a cult,C. Women's relationships with their best friends,yes,13.885,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
,Someday_120_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_2.wav,Everything you need is in each packet so it takes the guesswork out of dieting You sound like you've joined a cult What happens when you have to go back to the real world the world where you have to think for yourself Hopefully I'll be so weak and frail that food will have lost its appeal entirely Great plan And who's on Lisa today I'm pretty sure today's show is Women Who Wish Their Best Friends Would Stop Judging Them Har har I'm going to work now Do you want me to take the TV cord with me,"What topic is discussed on Lisa's show, in the narrator's joke?",A. Weight loss programs,B. The challenges of dieting,C. Women's relationships with their best friends,D. The appeal of joining a cult,C. Women's relationships with their best friends,yes,13.885,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.05338825000007,373.74656620900004,0,,,0,,,1,13.680871625000009,13.68087454199997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_5,001,2024-05-06_09h23.14.771,speech_rate,2023.2.3,None,2024-05-06 09h23.25.942801 -0700,
