index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,355.29967975,,0.010326958000405284,0.020368333000078565,295.2623574580002,295.26237066700014,306.56434120799986,306.5740802500004,306.59190966700044,306.59190966700044,306.59190966700044,309.9319102500003,1,[3.3478894999998374],[3.347892374999901],309.9323157079998,309.9810704999998,309.973859875,339.99114179200024,339.9616236669999,339.9832302499999,340.19502012500016,340.19502012500016,344.2264796670006,345.61177466700065,9.016666666666666,4.215610624999499,1,[1.3982664999994086],[1.3982690419998107],345.6124917920006,345.6183687500006,355.2622678329999,1,[9.64909204200012],[9.649094833000163],355.2631624579999,355.29967975,355.29967975,385.2691768750001,two women sitting together eating discussing why she would shake hands with her best friend,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.26953845800017,399.36428658300065,0,,,1,14.073518749999494,14.073521166999853,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,415.3324665420005,,,,,,,399.3649369579998,399.37240137499975,399.37240137499975,399.37240137499975,403.30607475000033,1,[3.9379870829998254],[3.9379897919998257],403.3063350829998,403.32183370866665,403.31825720800043,409.53364041700024,409.5154735420001,409.52568708299987,409.7897229170003,409.7897229170003,413.25270833300056,414.13245800000004,1.125,3.702925958000378,1,[0.8888918339998781],[0.8888942920002592],414.1329841249999,414.1375632500003,415.3195841249999,1,[1.1862118749995716],[1.1862144999995508],415.3202578750006,415.3324665420005,415.3324665420005,420.5832257080001,well,1,[5.259087417000046],[5.259090792000279],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.5836817919999,427.7845233329999,0,,,0,,,0,,,1,7.1899052080007095,7.189908207999906,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
,Someday_19_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_0.wav,No I'll push it his sister says giving him a little shove It's my callback The little boy shrinks back from the elevator buttons and I smile sympathetically at their mom but she seems mesmerized by a spot somewhere north of the top of my head so I decide to take a sudden interest in the laces of my shoes and endure the rest of the long creaky ride in silence Even in the best of elevators I think there's no place where time passes so slowly,Where is the narrator?,A. In an audition,B. In a kindergarten,C. In an elevator,D. In a parent's meeting,C. In an elevator,no,5.582,,,,,,,,,,,,,0,0,0,0,,,,,,,,,452.47760825000023,,,,,,,,,,,,,,,456.54070562500056,456.5561163336672,456.55356745800054,462.12375262500063,462.13964424999995,462.1509005830003,462.35753441700035,462.35753441700035,465.08923958300056,465.8227782080003,3.0166666666666666,2.9143241660003696,1,[0.7426889580001443],[0.7426912499995524],,,,,,,,,,,,,,,465.823453,474.14231091700003,1,8.310010541999873,8.310012874999302,0,,,0,,,0,,,427.78496562500004,427.7984900830006,427.7984900830006,452.4207294170001,1,[24.634880332999273],[24.63488587499978],452.4666693750005,452.47760825000023,452.47760825000023,452.47760825000023,456.540338625,1,[4.070330083999579],[4.0703328339996006],,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
,Someday_13_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,11.38875,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,494.0198144169999,,,,,,,,,,,,,,,477.8721150420006,477.9015745833335,477.8898370830002,489.28604458300015,489.2963261670002,489.30747979199987,489.51174379199983,489.51174379199983,492.2349836250005,492.89904862500043,6.125,2.8992732920005437,1,[0.6771730419995947],[0.6771754999999757],,,,,,,494.0079757499998,494.0198144169999,494.0198144169999,520.6222586670001,she comes home from goodwill wearing sigature giant sunglasses ,1,[26.61105037500056],[26.611053333999735],,,,,,,,,,,,,,,,,,,,,,474.1432123330005,474.14971975000026,474.14971975000026,474.14971975000026,477.87183258300047,1,[3.72693929199977],[3.726950416999898],492.8995713330005,492.9052149170002,494.0071672080003,1,[1.1064021660004073],[1.1064125410002816],,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
,Someday_13_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,11.38875,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
,Someday_13_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_009_of_116_1.wav,After hanging up with my dad I think I hear Jane downstairs home from the set which means I might actually get something to eat before I get on the train I made it onto the actual wait list I call while coming down the stairs To see the famous nutritionist person Yes Also do I have a problem with cigarettes You seem to be doing just fine with them Jane says dumping a large brown bag onto the top of our never used oven with a thud She's wearing a trench coat we found at the Goodwill in Prospect Heights and her signature giant red vintage sunglasses,What is Jane's signature accessorize?,A. Red vintage sunglasses,B. A red trenchcoat,C. Red platform boots,D. A brown belt,A. Red vintage sunglasses,yes,11.38875,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6227197500002,529.5038717080006,1,8.870635166000284,8.870637541000178,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_7,001,2024-05-08_13h59.42.954,speech_rate,2023.2.3,None,2024-05-08 13h59.57.937066 -0700,
