index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Experimenter.started,reminder.started,Experimenter.stopped,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,Summary.started,textbox.started,summary_done.started,Summary.stopped,textbox.text,summary_done.numClicks,summary_done.timesOn,summary_done.timesOff,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,Start_Sum_Exp.stopped,sum_button.numClicks,sum_button.timesOn,sum_button.timesOff,textbox.stopped,summary_done.stopped,Thanks.started,text_7.started,text_7.stopped,Thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,392.59472345799986,,0.012404875000356697,0.022220625000045402,323.59836420800093,323.59837675000017,341.94643166700007,341.95763991700005,341.9749599170009,341.9749599170009,341.9749599170009,346.91294454200033,1,[4.945729500001107],[4.945734375000029],346.91332262499964,346.9625158749994,346.95766125000046,376.97800220799945,376.948443958001,376.9701460420001,377.18062162500064,377.18062162500064,380.44200058299975,381.5537211669998,9.941666666666666,3.442992124999364,1,[1.1218799159996706],[1.1218829160006862],381.5561096250003,381.5635458329998,392.5531455,1,[10.996398125000269],[10.996401541000523],392.5539027920004,392.59472345799986,392.59472345799986,412.4341148330004,"same old Jane, creamy dip, same personality",1,[19.851409375000003],[19.851413583000976],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
1,Someday_trial_condition.wav,Someday__Someday__Maybe__Unabridged___File_069_of_116_3.wav,It's a gut feeling You can't nickname him He's a real person not a joke person You don't have to tell me Only a real person would try to shake hands with my best friend's foot Jane you're not explaining it right It was very romantic And thankfully our steaming bowl of bright yellow melted cheese with flecks of green chilies arrives Listen she says dipping a chip into the creamy depths You're the one with the brand new personality I'm still the same old Jane,"What does the narrator have, according to Jane?",A) A new recipe for dipping sauce,B) A new personality,C) A new restaurant suggestion,D) A new pair of shoes,B) A new personality,yes,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.43460745800076,419.077335375001,0,,,1,6.621338709001066,6.621342084001299,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,439.0355056669996,,,,,,,419.07815391700024,419.0882789999996,419.0882789999996,419.0882789999996,423.03432933300064,1,[3.9521767089991044],[3.9521799169997394],423.0345492920005,423.0501792916659,423.0475500829998,429.2519720420005,429.2343640830004,429.2445042920008,429.4892932919993,429.4892932919993,432.1844170830009,433.17921249999927,1.0083333333333335,2.9152573749997828,1,[1.0042460410004423],[1.0042487500013522],433.17973258299935,433.1845754999995,439.02077179200023,1,[5.839984666999953],[5.839998249999553],439.0226105420006,439.0355056669996,439.0355056669996,441.12603279200084,,1,[2.0993167079996056],[2.0993200419998175],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
2,Someday_trial_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_103_of_116_1.wav,Isn't halfway where two people usually meet Well in general maybe But tonight this is sort of a big deal for me It's my night I'm not sure you you don't think I get it Well no I mean how could you I'm having trouble making sense of this conversation James is speaking with authority but there's something wrong Something feels so wrong somehow I don't care about waving and smiling and having my picture taken with him,"How does James speak, according to the narrator?",A) With compassion,B) With grief,C) With hesitation,D) With authority,D) With authority,yes,6.2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1264702919998,453.17582241700075,0,,,0,,,0,,,1,12.038972791999186,12.038976166999419,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
,Someday_55_condition-5x.wav,Someday__Someday__Maybe__Unabridged___File_027_of_116_3.wav,I'm mesmerized by her easy way with the awkward looking spoon shaped strainer that holds the tiny leaves and by the diamond engagement ring that glitters on her hand I wonder if she ever takes it off and if it has a napkin it rests on at night too Milk or lemon she asks Um milk I guess Everett and I are the same age but something about the formal way she does everything makes me sit up straighter on the sofa as if I'm at the house of an older relative instead of in my own living room in Brooklyn,What does the narrator do when talking to Everett?,A. She sits up straight,B. She talks with a deeper voice,C. She avoids eye contact,D. She lowers her voice,A. She sits up straight,no,5.802,,,,,,,,,,,,,0,0,0,0,,,,,,,,,540.6210462920008,,,,,,,,,,,,,,,543.6078350000007,543.6232632916674,543.6211314579996,549.413013542,549.4265278750008,549.4377624999997,549.6466661249997,549.6466661249997,551.0398252920004,552.230661167001,1,1.572310584000661,1,[1.2040243749997899],[1.204027165998923],,,,,,,,,,,,,,,552.2314059580003,558.7091714170001,0,,,1,6.46789041699958,6.467894291999983,0,,,0,,,453.1762027500008,453.18411854199985,453.18411854199985,540.5640442919994,1,[87.38713095799903],[87.38713745799942],540.6101853330001,540.6210462920008,540.6210462920008,540.6210462920008,543.607466292,1,[2.994028459001129],[2.9940317920008965],,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
,Someday_115_condition.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_2.wav,All those people can't just be walking around starving and happening to look great all the time They must know something that the rest of us don't Or worse maybe there isn't a trick Maybe they are walking around hungry all the time Maybe that's the difference between being successful or unsuccessful Maybe I'm too weak I'm too concerned with feeling good to be willing to feel as bad as I should to be successful Why would feeling good be bad People spend their lives trying to feel good You're not supposed to walk around miserable all the time,What is the narrator's concern about the successful people she sees?,A. They are always happy,B. They are always starving themselves,C. They know a secret for good acting,D. They are too weak to succeed,B. They are always starving themselves,yes,29.49,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,0,599.8770392080005,,,,,,,,,,,,,,,560.9258178750006,560.9747068330005,560.9655904169995,590.4492460420006,590.4661201670006,590.4875290830005,590.697645708,590.697645708,593.3315131670006,595.7880057080001,10,2.8200462919994607,1,[2.4654726249991654],[2.4654757079988485],,,,,,,599.8654945830003,599.8770392080005,599.8770392080005,629.8627022500004,narrator is talking about feeling good and how every strives to feel their best all the time. however that is not the reality ,0,,,,,,,,,,,,,,,,,,,,,,,,558.7103170419996,558.7177527919994,558.7177527919994,558.7177527919994,560.9255714169994,1,[2.2137070419994416],[2.213710333000563],595.7885330000008,595.7949485829995,599.8648783749995,1,[4.075726041000962],[4.075729333000709],629.8839695829993,629.8839695829993,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
,Someday_115_condition.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_2.wav,All those people can't just be walking around starving and happening to look great all the time They must know something that the rest of us don't Or worse maybe there isn't a trick Maybe they are walking around hungry all the time Maybe that's the difference between being successful or unsuccessful Maybe I'm too weak I'm too concerned with feeling good to be willing to feel as bad as I should to be successful Why would feeling good be bad People spend their lives trying to feel good You're not supposed to walk around miserable all the time,What is the narrator's concern about the successful people she sees?,A. They are always happy,B. They are always starving themselves,C. They know a secret for good acting,D. They are too weak to succeed,B. They are always starving themselves,yes,29.49,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
,Someday_115_condition.wav,Someday__Someday__Maybe__Unabridged___File_051_of_116_2.wav,All those people can't just be walking around starving and happening to look great all the time They must know something that the rest of us don't Or worse maybe there isn't a trick Maybe they are walking around hungry all the time Maybe that's the difference between being successful or unsuccessful Maybe I'm too weak I'm too concerned with feeling good to be willing to feel as bad as I should to be successful Why would feeling good be bad People spend their lives trying to feel good You're not supposed to walk around miserable all the time,What is the narrator's concern about the successful people she sees?,A. They are always happy,B. They are always starving themselves,C. They know a secret for good acting,D. They are too weak to succeed,B. They are always starving themselves,yes,29.49,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.8631538749996,641.3973448329998,1,11.52249029199993,11.522493917000247,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_11,001,2024-05-11_16h24.00.429,speech_rate,2023.2.3,None,2024-05-11 16h24.31.769571 -0700,
